"UIyearXhsh10","UIyearXhsh06","UIyearXhsh04","UIyearXhsh02","UIyearXhsh00","UIyearXhsh98","UIyearXhsh95","t15nnn","in_sampled_window","code","b_ord_surv","twinYN","SexN","DOBYR","DOB3","Alive","BritStatus95","h95n","h95a","britstatus98","h98n","h98a","britstatus00","h00n","h00a","britstatus02","h02n","h02a","britstatus04","h04n","h04a","britstatus06","h06n","h06a","britstatus10","h10n","h10a","DecdateYr","COMPLED2010","Cody_c95num","cody_c98num","cody_c00num","cody_c02num","cody_c04num","cody_c06num","cody_c10num","MeT1","MeS1","FBcode","FBx","FBdob3","AFB","emumdecyrest","efadecyrest","BMHHH95","BMHHH98","BMHHH00","BMHHH02","BMHHH04","BMHHH06","BMHHH10","BFHHH95","BFHHH98","BFHHH00","BFHHH02","BFHHH04","BFHHH06","BFHHH10","acused95","ttsacks95","jjunezero95","LstockValField_rdKts95","HsVal_rdKts95","HsTotAsset_rdKts95","SumValue_rdKts95","IWC95","Loiske_rev95","acused98","ttsacks98","jjunezero98","LstockValField_rdKts98","HsVal_rdKts98","HsTotAsset_rdKts98","SumValue_rdKts98","IWC98","Loiske_rev98","acused00","ttsacks00","jjunezero00","LstockValField_rdKts00","HsVal_rdKts00","HsTotAsset_rdKts00","SumValue_rdKts00","IWC00","Loiske_rev00","acused02","ttsacks02","jjunezero02","LstockValField_rdKts02","HsVal_rdKts02","HsTotAsset_rdKts02","SumValue_rdKts02","IWC02","Loiske_rev02","acused04","ttsacks04","jjunezero04","LstockValField_rdKts04","HsVal_rdKts04","HsTotAsset_rdKts04","SumValue_rdKts04","IWC04","Loiske_rev04","acused06","ttsacks06","jjunezero06","LstockValField_rdKts06","HsVal_rdKts06","HsTotAsset_rdKts06","SumValue_rdKts06","IWC06","Loiske_rev06","acused10","ttsacks10","jjunezero10","LstockValField_rdKts10","HsVal_rdKts10","HsTotAsset_rdKts10","SumValue_rdKts10","IWC10","Loiske_rev10","sumnahxxa","delete","sumnacrop","deletecrop","sumnapcrop95","sumnapcrop98","sumnapcrop00","sumnapcrop02","sumnapcrop04","sumnapcrop06","sumnapcrop10","sumnamcrop95","sumnamcrop98","sumnamcrop00","sumnamcrop02","sumnamcrop04","sumnamcrop06","sumnamcrop10","sumnaacrop95","sumnaacrop98","sumnaacrop00","sumnaacrop02","sumnaacrop04","sumnaacrop06","sumnaacrop10","ttsacksabs","cumabs95","cumabs98","cumabs00","cumabs02","cumabs04","cumabs06","cumabs10","cumabsafb","ttsacksmean","cummean95","cummean98","cummean00","cummean02","cummean04","cummean06","cummean10","cummeanafb","ttsackssd","cumsd95","cumsd98","cumsd00","cumsd02","cumsd04","cumsd06","cumsd10","cumsdafb"
2010251,2006251,2004251,2002251,2000251,1998187,1995039,2938,1,25102,2,0,0,1976,1976-06-16,"a","HH-HH",39,"p","M-ALONE",187,"p","HH-HH",251,"p","HH-HH",251,"p","HH-HH",251,"p","HH-HH",251,"p","HH-HH",251,"p",NA,4,"na","na","na","na","na","na","na","1994","h1",18705,"f",1995-11-08,19.3944444444444,NA,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,2.25,9,3,45.5,35.1,39,119.6,22,13,2,0,99,16.38,49.09,0,65.47,12,12,2.5,5.25,2,22.32,60.44,71.3,154.06,31,14,2.5,6,5,17.12,70.62,0,87.74,12,12,1,3.83,12,55.8,84.23,7.44,147.47,21,13,4.5,17,5,535.15,349.57,43.09,927.81,21,13,0,0,4,4250.88,505.66,336.17,5092.71,21,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.08,9,9,14.25,20.25,24.08,41.08,41.08,9,5.86857142857143,9,4.5,4.75,5.0625,4.816,6.84666666666667,5.86857142857143,9,5.87580470679387,NA,6.36396103067893,4.52078533000628,3.74374478296798,3.28869731048633,5.77875995925308,5.87580470679387,0
2010253,2006253,2004253,2002253,2000253,1998153,NA,2958,1,25302,6,0,0,1969,1969-01-01,"a","U-SPOUSE",153,"a","PARS",153,"p","HH-HH",253,"p","HH-HH",253,"p","HH-HH",253,"m","HH-HH",253,"m","HH-HH",253,"p",NA,5,"na","na","na","na","na","na","na","1987","x1",25303,"f",1999-06-01,30.4166666666667,NA,2007,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,99,27.3,49.09,0,76.39,10,11,NA,NA,NA,NA,NA,NA,NA,21,13,1,2.5,10,0,70.62,0,70.62,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.33,0,0,144.46,0,144.46,12,12,0,"no",4,"no",NA,NA,1,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20.83,0,8,8,10.5,10.5,10.5,20.83,8,6.94333333333333,NA,8,8,5.25,5.25,5.25,6.94333333333333,8,4.02052649951885,NA,NA,NA,3.88908729652601,3.88908729652601,3.88908729652601,4.02052649951885,0
2010256,2006256,2004256,2002256,2000256,1998050,1995050,2975,1,25602,5,0,0,1977,1977-01-01,"a","PARS",50,"p","PARS",50,"p","HH-HH",256,"p","HH-HH",256,"p","HH-HH",256,"p","HH-HH",256,"p","HH-HH",256,"p",NA,7,"na","na","na","na","na","na","na","1996","h1",112,"m",1996-08-29,19.6611111111111,NA,2006,1,999,999,999,999,999,999,1,999,999,999,999,999,999,6.5,4.5,6,3.9,35.1,0,39,11,11,7.5,3,99,2.73,49.09,0,51.82,21,13,0,0,NA,0,60.44,15.7,76.14,31,14,1,3,7,0,70.62,28.89,99.51,21,13,2,13,5,0,294.8,34.72,329.52,21,13,1,7,5,0,349.57,43.09,392.66,21,13,2,5,2,0,505.66,336.17,841.83,22,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,4.5,7.5,7.5,10.5,23.5,30.5,35.5,4.5,5.07142857142857,4.5,3.75,2.5,2.625,4.7,5.08333333333333,5.07142857142857,4.5,4.10719461665108,NA,1.06066017177982,2.29128784747792,1.88745860881769,4.91934955049954,4.4990739787946,4.10719461665108,0
2010257,2006257,2004257,2002257,2000257,1998114,1995049,2997,1,25702,1,0,0,1978,1978-02-10,"a","REL",49,"p","REL",114,"p","HH-HH",257,"p","HH-HH",257,"m","HH-HH",257,"m","HH-HH",257,"m","HH-HH",257,"p",NA,0,"na","na","na","na","na","na","na","1998","m1",11423,"f",1997-03-02,19.0611111111111,NA,NA,0,999,999,999,999,999,999,0,999,999,999,999,999,999,5.5,6,6,57.2,119.6,12.35,189.15,21,13,10,16,99,216.45,520.44,168.48,905.37,32,15,NA,NA,NA,NA,NA,NA,NA,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2070.72,2881.96,469.87,5422.55,31,14,0,"no",4,"no",NA,NA,1,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,6,22,22,22,22,22,22,6,7.33333333333333,6,11,11,11,11,11,7.33333333333333,6,8.08290376865476,NA,7.07106781186548,7.07106781186548,7.07106781186548,7.07106781186548,7.07106781186548,8.08290376865476,0
2010264,2006264,2004264,2002264,NA,NA,NA,3044,1,26402,NA,0,0,1981,1981-01-01,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HH-HH",264,"p","HH-HH",264,"p","HH-HH",264,"p","HH-HH",264,"p",NA,9,"na","na","na","na","na","na","na","2002","m1",26403,"f",2002-10-08,21.7694444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,70.62,0,70.62,10,11,2,15,NA,55.8,1038.03,184.76,1278.59,32,15,5,28,1,55.6,1833.89,254.36,2143.85,32,15,6,36,0,1862.4,144.46,1654.05,3660.91,32,15,3,"no",3,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,15,43,79,0,19.75,NA,NA,NA,0,7.5,14.3333333333333,19.75,0,15.7559512565887,NA,NA,NA,NA,10.6066017177982,14.0118997046558,15.7559512565887,0
2010265,2006083,2004265,2002083,NA,NA,1995083,1015,1,8305,4,0,0,1989,1989-10-06,"a","PARS",83,"p","U-REL",83,"a","U-REL",83,"a","F-ALONE",83,"p","REL",265,"p","U-SPOUSE",83,"p","REL",265,"p",NA,2,"0","0","0","na","na","na","na","2005","h1",8319,"m",2003-10-30,14.0666666666667,1998,NA,1,0,0,0,0,0,999,1,0,0,1,0,0,999,1,8,3,45.5,35.1,0,80.6,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,10,321,70.62,28.89,420.51,21,13,2,2.66,8,22.32,84.23,7.44,113.99,21,13,0.5,4.7,9,0,99.87,0,99.87,11,11,1,1,6,74.88,505.66,68.77,649.31,21,13,0,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.36,8,8,8,10,12.66,17.36,18.36,10,3.672,8,8,8,5,4.22,4.34,3.672,5,2.77252953095183,NA,NA,NA,4.24264068711928,3.29016716900525,2.69710956395917,2.77252953095183,4.24264068711928
2010270,NA,2004270,2002270,NA,NA,NA,3098,1,27003,3,0,0,1995,1995-01-01,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F-ALONE",270,"p","F-ALONE",270,"p","U-NONREL",270,"a","F-ALONE",270,"p",NA,0,"na","na","na","na","0","na","na","2013","x1",27004,"f",2011-03-01,16.1666666666667,NA,NA,999,999,999,0,0,0,0,999,999,999,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,9,0,247.17,0,247.17,12,12,2,8,5,0,294.8,34.72,329.52,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,0,505.66,0,505.66,12,12,3,"no",4,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,5,13,13,19,19,6.33333333333333,NA,NA,NA,5,6.5,6.5,6.33333333333333,6.33333333333333,1.52752523165195,NA,NA,NA,NA,2.12132034355964,2.12132034355964,1.52752523165195,1.52752523165195
2010271,2006271,2004271,2002271,2000057,1998057,1995057,3103,1,5704,2,0,0,1980,1980-12-23,"a","PARS",57,"p","PARS",57,"p","PARS",57,"p","HH-HH",271,"p","HH-HH",271,"p","HH-HH",271,"p","HH-HH",271,"p",NA,9,"7","9","na","na","na","na","na","2001","m1",5710,"m",2000-09-02,19.6916666666667,NA,NA,1,1,999,999,999,999,999,1,1,999,999,999,999,999,3,14,4,3.9,35.1,2.6,41.6,22,13,5,4.5,99,83.85,49.09,0,132.94,12,12,10,9.5,4,465,60.44,12.43,537.87,31,14,0,0,3,0,70.62,129.47,200.09,32,15,0,0,NA,0,84.23,0,84.23,12,12,4.5,16.5,12,48.65,1001.56,126.5,1176.71,22,13,3,23,3,1436.16,2881.96,320.89,4639.01,22,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,14,18.5,28,28,28,44.5,67.5,18.5,9.64285714285714,14,9.25,9.33333333333333,7,5.6,7.41666666666667,9.64285714285714,9.25,8.72598745947169,NA,6.7175144212722,4.75219247646108,6.06904715201104,6.11759756767311,7.05277723075574,8.72598745947169,6.7175144212722
2010272,2006272,2004272,2002272,2000001,1998001,1995001,3114,1,104,2,0,0,1978,1978-12-27,"a","PARS",1,"p","PARS",1,"p","PARS",1,"p","HH-HH",272,"p","HH-HH",272,"p","HH-HH",272,"p","HH-HH",272,"p",NA,7,"na","na","na","na","na","na","na","1998","m1",111,"f",1996-04-03,17.2666666666667,NA,NA,1,999,999,999,999,999,999,1,999,999,999,999,999,999,8,10.5,1,435.5,35.1,74.75,545.35,32,15,8,11,99,361.92,49.09,106.86,517.87,31,14,5,11.25,1,316.2,60.44,152.52,529.16,31,14,1,4,9,0,70.62,107,177.62,21,13,1.5,12.83,12,0,84.23,142.6,226.83,22,13,3,6.5,5,1918.2,99.87,2956.54,4974.61,32,15,5,40.5,4,654.72,505.66,6008.86,7169.24,32,15,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.58,10.5,21.5,32.75,36.75,49.58,56.08,96.58,10.5,13.7971428571429,10.5,10.75,10.9166666666667,9.1875,9.916,9.34666666666667,13.7971428571429,10.5,12.168219144265,NA,0.353553390593274,0.381881307912987,3.47236110833344,3.42001900579514,3.36185464686781,12.168219144265,0
2010274,2006274,2004274,2002274,2000071,NA,NA,3125,1,7115,NA,0,0,1982,1982-01-01,"a",NA,NA,NA,NA,NA,NA,"REL",71,"p","HH-HH",274,"p","HH-HH",274,"p","HH-HH",274,"p","HH-HH",274,"p",NA,4,"na","na","na","na","na","na","na","2000","m1",27402,"f",2000-09-01,18.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,2,258.54,60.44,0,318.98,12,12,2.5,6,9,118.77,70.62,6.42,195.81,21,13,3,0,4,0,84.23,7.44,91.67,21,13,1,3,4,0,99.87,43.09,142.96,21,13,2,2,0,604.8,144.46,53.48,802.74,21,13,2,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,7,13,13,16,18,7,3.6,NA,NA,7,6.5,4.33333333333333,4,3.6,7,2.88097205817759,NA,NA,NA,0.707106781186548,3.78593889720018,3.16227766016838,2.88097205817759,0
2010284,NA,2004031,2002284,NA,NA,NA,3187,1,28401,NA,0,0,1985,1985-01-01,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HH-HH",284,"p","REL",31,"p","U-SPOUSE",31,"a","HH-HH",284,"p",NA,7,"na","na","na","na","na","na","na","2002","m1",28402,"f",2002-04-29,17.3277777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,0,70.62,135.89,206.51,31,14,1,5,6,0,1038.03,27.28,1065.31,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,5,NA,249.6,144.46,267.41,661.47,22,13,3,"no",4,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,4,9,9,14,4,4.66666666666667,NA,NA,NA,4,4.5,4.5,4.66666666666667,4,0.577350269189626,NA,NA,NA,NA,0.707106781186548,0.707106781186548,0.577350269189626,0
2010286,NA,NA,NA,NA,NA,NA,3197,1,28604,NA,0,0,1992,1992-01-01,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NONREL",286,"p",NA,7,"na","na","na","na","na","na","na",NA,"u",28605,"m",2010-02-23,18.1444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,52,4,2242.56,2881.96,7403.16,12527.68,40,16,6,"no",6,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,52,52,52,NA,NA,NA,NA,NA,NA,52,52,NA,NA,NA,NA,NA,NA,NA,NA,0
2010286,2006286,2004103,2002234,2000071,1998071,1995103,3193,1,7111,6,0,0,1985,1985-01-01,"a","PARS",103,"p","REL",71,"p","REL",71,"p","REL",234,"p","M-ALONE",103,"p","HH-HH",286,"p","HH-HH",286,"p",NA,7,"1","4","6","na","na","na","na","2005","mp1",28603,"f",2007-08-24,22.6472222222222,NA,2002,1,0,0,0,999,999,999,1,0,0,0,999,999,999,2,3,8,5.85,35.1,0,40.95,10,11,6,1,99,5.46,49.09,0,54.55,12,12,6,7,2,258.54,60.44,0,318.98,12,12,2.5,9,4,0,247.17,22.47,269.64,22,13,1,2.5,9,0,84.23,0,84.23,11,11,13,66,3,660.25,99.87,3156.68,3916.8,32,15,6,52,4,2242.56,2881.96,7403.16,12527.68,40,16,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.5,3,4,11,20,22.5,88.5,140.5,88.5,20.0714285714286,3,2,3.66666666666667,5,4.5,14.75,20.0714285714286,14.75,27.0376721314117,NA,1.4142135623731,3.05505046330389,3.65148371670111,3.35410196624968,25.2858656169806,27.0376721314117,25.2858656169806
2010296,2006296,2004296,2002232,2000232,1998050,1995050,3251,1,5005,6,0,0,1980,1980-01-01,"a","PARS",50,"p","PARS",50,"p","F-ALONE",232,"p","F-ALONE",232,"p","HH-HH",296,"p","HH-HH",296,"p","HH-HH",296,"p",NA,7,"6","na","na","na","na","na","na","2002","x1",5009,"f",1998-08-15,18.6222222222222,NA,2006,1,1,999,999,999,999,999,1,1,999,999,999,999,999,6.5,4.5,6,3.9,35.1,0,39,11,11,7.5,3,99,2.73,49.09,0,51.82,21,13,1,1,4,11.16,60.44,0,71.6,12,12,3,3,9,4.28,70.62,0,74.9,10,11,1,1,6,0,294.8,0,294.8,11,11,1.5,5,5,6.95,349.57,176.54,533.06,21,13,1,6.33,2,214.08,505.66,401.11,1120.85,21,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.83,4.5,7.5,8.5,11.5,12.5,17.5,23.83,7.5,3.40428571428571,4.5,3.75,2.83333333333333,2.875,2.5,2.91666666666667,3.40428571428571,3.75,2.00809907742669,NA,1.06066017177982,1.75594229214212,1.43614066163451,1.5,1.68572437446537,2.00809907742669,1.06066017177982
2010298,2006298,2004298,2002097,2000136,1998136,1995136,3287,1,13606,4,0,0,1977,1977-01-01,"a","F-ALONE",136,"p","F-ALONE",136,"p","F-ALONE",136,"p","REL",97,"p","HH-HH",298,"p","HH-HH",298,"p","HH-HH",298,"p",NA,7,"na","na","na","na","na","na","na","2000","m1",13611,"m",1997-03-01,20.1666666666667,2002,2000,0,999,999,999,999,999,999,1,999,999,999,999,999,999,2,3,7,32.5,35.1,0,67.6,22,13,3,2.25,99,81.12,49.09,0,130.21,11,11,2,2.75,6,7.44,60.44,0,67.88,10,11,6,20,6,25.68,247.17,28.89,301.74,22,13,3,1,10,0,84.23,27.28,111.51,22,13,2,6,11,0,99.87,43.09,142.96,21,13,1,1.5,7,0,144.46,68.77,213.23,21,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,3,5.25,8,28,29,35,36.5,3,5.21428571428571,3,2.625,2.66666666666667,7,5.8,5.83333333333333,5.21428571428571,3,6.71507720765457,NA,0.530330085889911,0.381881307912987,8.67227382716513,7.97535265677951,7.1338395459014,6.71507720765457,0
2010303,2006303,2004303,NA,NA,NA,1995056,3301,1,5608,6,0,0,1978,1978-01-01,"a","PARS",56,"p","U-SPOUSE",56,"a","U-SPOUSE",56,"a","U-SPOUSE",56,"a","HH-HH",303,"p","HH-HH",303,"p","HH-HH",303,"p",NA,7,"na","na","na","na","na","na","na","1998","m1",30302,"m",1999-10-09,21.7722222222222,NA,NA,1,999,999,999,999,999,999,1,999,999,999,999,999,999,3,9,5,23.4,35.1,0,58.5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,0,84.23,7.44,91.67,21,13,1,2,7,0,99.87,0,99.87,11,11,2,10.12,4,24.96,144.46,53.48,222.9,21,13,0,"no",3,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.12,9,9,9,9,19,21,31.12,9,7.78,9,9,9,9,9.5,7,7.78,9,3.88590615772778,NA,NA,NA,NA,0.707106781186548,4.35889894354067,3.88590615772778,0
2010305,2006305,NA,NA,NA,NA,NA,3346,1,30507,5,0,0,1990,1990-01-01,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U-REL",305,"a","M-ALONE",305,"p","M-ALONE",305,"p",NA,7,"na","na","na","na","na","na","na","2008","h1",30513,"m",2009-07-07,19.5166666666667,NA,NA,999,999,999,999,0,1,999,999,999,999,999,0,0,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3,12,0,99.87,0,99.87,11,11,1,3,6,0,144.46,15.29,159.75,21,13,4,"no",5,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,3,6,3,3,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA,NA,NA,NA,0,0
2010306,2006306,2004306,2002054,2000054,1998054,1995054,3362,1,5403,NA,0,0,1986,1986-01-01,"a","FM-ALONE",54,"p","FM-ALONE",54,"p","FM-ALONE",54,"p","REL",54,"p","HH-HH",306,"p","HH-HH",306,"p","HH-HH",306,"p",NA,6,"0","3","5","7","na","na","na","2003","m1",30602,"m",2001-01-30,15.0805555555556,NA,NA,0,0,0,0,0,999,999,0,0,0,0,0,999,999,3.5,1.5,8,0,35.1,0,35.1,11,11,3.5,1.13,99,27.3,49.09,0,76.39,11,11,2,2.5,7,0,60.44,0,60.44,21,13,2,6,6,0,70.62,0,70.62,11,11,1,4,NA,0,84.23,0,84.23,11,11,4,27.5,5,0,99.87,9.74,109.61,22,13,2,3,6,0,144.46,53.48,197.94,22,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.63,1.5,2.63,5.13,11.13,15.13,42.63,45.63,5.13,6.51857142857143,1.5,1.315,1.71,2.7825,3.026,7.105,6.51857142857143,1.71,9.39489653760918,NA,0.261629509039023,0.708731260775197,2.22168667157785,1.99959495898544,10.1502783213073,9.39489653760918,0.708731260775197
2010312,2006312,2004312,2002118,2000118,1998118,1995118,3426,1,11809,7,0,0,1985,1985-07-04,"a","PARS",118,"p","PARS",118,"p","PARS",118,"p","PARS",118,"p","HH-HH",312,"p","HH-HH",312,"p","HH-HH",312,"p",NA,7,"2","5","7","na","na","na","na","2003","m1",31201,"m",2004-10-01,19.2416666666667,2010,2007,1,1,1,1,999,999,999,1,1,1,1,999,999,999,8,9.5,5,0,35.1,0,35.1,22,13,3,12,99,5.46,49.09,74.88,129.43,31,14,1,2,6,0,60.44,0,60.44,22,13,2,2,9,0,70.62,0,70.62,10,11,1,4,NA,0,84.23,142.6,226.83,21,13,1,7.6,7,0,99.87,139,238.87,22,13,3,4.55,3,604.8,144.46,1107.78,1857.04,31,14,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.65,9.5,21.5,23.5,25.5,29.5,37.1,41.65,29.5,5.95,9.5,10.75,7.83333333333333,6.375,5.9,6.18333333333333,5.95,5.9,3.8491341017602,NA,1.76776695296637,5.20416499866533,5.15388203202208,4.58802789878179,4.16193064174148,3.8491341017602,4.58802789878179
2010313,2006313,2004313,2002114,2000244,NA,NA,3432,1,11420,1,0,0,1985,1985-09-19,"a",NA,NA,NA,"U-M",114,"a","M-ALONE",244,"p","MF-ALONE",114,"p","HH-HH",313,"p","HH-HH",313,"p","HH-HH",313,"p",NA,0,"1","na","na","na","na","na","na","2003","x1",11436,"f",2001-05-01,15.6166666666667,2001,NA,999,1,1,0,999,999,999,999,999,0,0,999,999,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,3.25,NA,7.44,60.44,0,67.88,10,11,6,44,6,642,835.67,318.86,1796.53,32,15,1,2.5,NA,0,84.23,0,84.23,12,12,2,11.5,8,0,99.87,43.09,142.96,21,13,4,17.66,5,62.4,144.46,68.77,275.63,22,13,1,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78.91,0,0,3.25,47.25,49.75,61.25,78.91,3.25,15.782,NA,NA,3.25,23.625,16.5833333333333,15.3125,15.782,3.25,16.9674724104682,NA,NA,NA,28.8146013333518,23.7464909688428,19.5548107891639,16.9674724104682,0
2010314,2006314,2004314,2002043,2000080,1998080,1995080,3439,1,8008,8,0,0,1983,1983-04-25,"a","M-ALONE",80,"p","M-ALONE",80,"p","M-ALONE",80,"p","REL",43,"p","HH-HH",314,"p","HH-HH",314,"p","HH-HH",314,"p",NA,7,"3","6","na","na","na","na","na","2000","m1",31401,"f",2000-12-01,17.6,2003,1994,1,1,1,999,999,999,999,0,0,0,999,999,999,999,4,5.5,6,0,35.1,0,35.1,11,11,3.5,1.37,99,2.73,49.09,0,51.82,11,11,3.5,3,7,0,60.44,0,60.44,21,13,6,12,4,164.78,247.17,160.5,572.45,31,14,2.5,14.83,6,39.06,84.23,27.28,150.57,22,13,3,22.5,6,0,99.87,62.54,162.41,21,13,2,3.33,11,1008,505.66,0,1513.66,12,12,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.53,5.5,6.87,9.87,21.87,36.7,59.2,62.53,9.87,8.93285714285714,5.5,3.435,3.29,5.4675,7.34,9.86666666666667,8.93285714285714,3.29,7.78698853705272,NA,2.92035100630044,2.08021633490366,4.67449373372846,5.82404069353915,8.08948865297842,7.78698853705272,2.08021633490366
2010319,2006362,2004149,2002149,2000149,1998149,1995149,3463,1,14907,5,0,0,1980,1980-03-02,"a","PARS",149,"p","PARS",149,"p","PARS",149,"p","PARS",149,"p","PARS",149,"p","HH-HH",362,"p","REL",319,"p",NA,7,"4","6","na","na","na","na","na","2001","x1",36202,"m",2006-02-23,25.975,NA,NA,1,1,999,999,999,999,999,1,1,999,999,999,999,999,4,7,4,7.8,35.1,2.6,45.5,21,13,NA,0,99,0,49.09,13.26,62.35,21,13,2,9,4,33.48,60.44,3.27,97.19,21,13,3.5,8,9,93.09,70.62,6.42,170.13,21,13,1.5,5.5,7,0,84.23,7.44,91.67,21,13,3,10.4,6,695,349.57,269.66,1314.23,32,15,6,35.5,5,99.84,144.46,320.89,565.19,21,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.4,7,7,16,24,29.5,39.9,75.4,29.5,10.7714285714286,7,3.5,5.33333333333333,6,5.9,6.65,10.7714285714286,5.9,11.4053663225861,NA,4.94974746830583,4.72581562625261,4.08248290463863,3.54259791678367,3.66264931436249,11.4053663225861,3.54259791678367
